1/6 22:18:02.009  COMBAT_LOG_VERSION,4,ADVANCED_LOG_ENABLED,1
1/6 22:24:23.231  SPELL_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,143924,"Leech",0x1,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,67272,0,1100000,1100000,0,738.13,1314.71,945,132171,132171,0,nil
1/6 22:24:23.291  SPELL_AURA_REMOVED,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,17,"Power Word: Shield",0x2,BUFF,3896,0
1/6 22:24:23.291  SPELL_AURA_REMOVED,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,194384,"Atonement",0x2,BUFF
1/6 22:24:23.441  SPELL_PERIODIC_DAMAGE,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Creature-0-3022-616-21211-28859-00005192C9,"Malygos",0x10a48,0x0,164815,"Sunfire",0x8,Creature-0-3022-616-21211-28859-00005192C9,0000000000000000,1,3548000,0,0,0,425800,425800,0,754.00,1302.00,83,2539626,2539625,8,0,0,0,nil,nil,nil
1/6 22:24:24.271  SPELL_PERIODIC_DAMAGE,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Creature-0-3022-616-21211-28859-00005192C9,"Malygos",0x10a48,0x0,164812,"Moonfire",0x40,Creature-0-3022-616-21211-28859-00005192C9,0000000000000000,1,3548000,0,0,0,425800,425800,0,754.00,1302.00,83,2539626,2539625,64,0,0,0,nil,nil,nil
1/6 22:24:24.433  SPELL_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,143924,"Leech",0x1,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,67272,0,1100000,1100000,0,741.23,1313.80,945,264342,264342,0,nil
1/6 22:24:25.086  SPELL_PERIODIC_DAMAGE,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Creature-0-3022-616-21211-28859-00005192C9,"Malygos",0x10a48,0x0,164815,"Sunfire",0x8,Creature-0-3022-616-21211-28859-00005192C9,0000000000000000,1,3548000,0,0,0,425800,425800,0,754.00,1302.00,83,2539625,2539624,8,0,0,0,nil,nil,nil
1/6 22:24:25.655  SPELL_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,143924,"Leech",0x1,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,67272,0,1100000,1100000,0,747.51,1312.17,945,132170,132170,0,nil
1/6 22:24:25.916  SPELL_PERIODIC_DAMAGE,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Creature-0-3022-616-21211-28859-00005192C9,"Malygos",0x10a48,0x0,164812,"Moonfire",0x40,Creature-0-3022-616-21211-28859-00005192C9,0000000000000000,1,3548000,0,0,0,425800,425800,0,754.00,1302.00,83,2539625,2539624,64,0,0,0,nil,nil,nil
1/6 22:24:26.737  SPELL_PERIODIC_DAMAGE,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Creature-0-3022-616-21211-28859-00005192C9,"Malygos",0x10a48,0x0,164815,"Sunfire",0x8,Creature-0-3022-616-21211-28859-00005192C9,0000000000000000,1,3548000,0,0,0,425800,425800,0,754.00,1302.00,83,5079251,5079250,8,0,0,0,1,nil,nil
1/6 22:24:26.877  SPELL_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,143924,"Leech",0x1,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,67272,0,1100000,1100000,0,745.67,1303.42,945,396513,396513,0,nil
1/6 22:24:27.573  SPELL_PERIODIC_DAMAGE,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Creature-0-3022-616-21211-28859-00005192C9,"Malygos",0x10a48,0x0,164812,"Moonfire",0x40,Creature-0-3022-616-21211-28859-00005192C9,0000000000000000,1,3548000,0,0,0,425800,425800,0,754.00,1302.00,83,2539626,2539625,64,0,0,0,nil,nil,nil
1/6 22:24:27.693  SPELL_CAST_SUCCESS,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,774,"Rejuvenation",0x8,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,67272,0,1100000,1100000,22000,750.42,1301.51,945
1/6 22:24:27.693  SPELL_AURA_APPLIED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,774,"Rejuvenation",0x8,BUFF
1/6 22:24:27.693  SPELL_PERIODIC_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,774,"Rejuvenation",0x8,Player-47-0781E030,0000000000000000,26316,26316,0,705,0,26400,26400,0,753.71,1311.53,262,72799,72799,0,nil
1/6 22:24:28.083  SPELL_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,143924,"Leech",0x1,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,67272,0,1078000,1100000,0,752.02,1303.79,945,135960,135960,0,nil
1/6 22:24:28.376  SPELL_PERIODIC_DAMAGE,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Creature-0-3022-616-21211-28859-00005192C9,"Malygos",0x10a48,0x0,164815,"Sunfire",0x8,Creature-0-3022-616-21211-28859-00005192C9,0000000000000000,1,3548000,0,0,0,425800,425800,0,754.00,1302.00,83,2539625,2539624,8,0,0,0,nil,nil,nil
1/6 22:24:29.226  SPELL_PERIODIC_DAMAGE,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Creature-0-3022-616-21211-28859-00005192C9,"Malygos",0x10a48,0x0,164812,"Moonfire",0x40,Creature-0-3022-616-21211-28859-00005192C9,0000000000000000,1,3548000,0,0,0,425800,425800,0,754.00,1302.00,83,2539625,2539624,64,0,0,0,nil,nil,nil
1/6 22:24:29.296  SPELL_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,143924,"Leech",0x1,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,67272,0,1089376,1100000,0,752.89,1311.33,945,264342,264342,0,nil
1/6 22:24:29.458  SPELL_CAST_SUCCESS,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,774,"Rejuvenation",0x8,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,67272,0,1094860,1100000,22000,752.20,1312.29,945
1/6 22:24:29.460  SPELL_AURA_APPLIED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,155777,"Rejuvenation (Germination)",0x8,BUFF
1/6 22:24:29.460  SPELL_PERIODIC_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,155777,"Rejuvenation (Germination)",0x8,Player-47-0781E030,0000000000000000,26316,26316,0,705,0,26400,26400,0,751.11,1301.61,262,87010,87010,0,nil
1/6 22:24:29.460  SPELL_AURA_APPLIED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,253269,"Feedback Loop",0x40,BUFF
1/6 22:24:30.041  SPELL_PERIODIC_DAMAGE,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Creature-0-3022-616-21211-28859-00005192C9,"Malygos",0x10a48,0x0,164815,"Sunfire",0x8,Creature-0-3022-616-21211-28859-00005192C9,0000000000000000,1,3548000,0,0,0,425800,425800,0,754.00,1302.00,83,2539626,2539625,8,0,0,0,nil,nil,nil
1/6 22:24:30.175  SPELL_PERIODIC_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,774,"Rejuvenation",0x8,Player-47-0781E030,0000000000000000,26316,26316,0,705,0,26400,26400,0,749.56,1301.25,262,87007,87007,0,nil
1/6 22:24:30.175  SPELL_AURA_APPLIED_DOSE,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,253269,"Feedback Loop",0x40,BUFF,2
1/6 22:24:30.516  SPELL_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,143924,"Leech",0x1,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,67272,0,1079579,1100000,0,746.56,1310.11,945,141227,141227,0,nil
1/6 22:24:30.876  SPELL_PERIODIC_DAMAGE,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Creature-0-3022-616-21211-28859-00005192C9,"Malygos",0x10a48,0x0,164812,"Moonfire",0x40,Creature-0-3022-616-21211-28859-00005192C9,0000000000000000,1,3548000,0,0,0,425800,425800,0,754.00,1302.00,83,2539625,2539624,64,0,0,0,nil,nil,nil
1/6 22:24:30.969  SPELL_CAST_SUCCESS,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,33763,"Lifebloom",0x8,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,67272,0,1087059,1100000,26400,745.75,1306.88,945
1/6 22:24:30.969  SPELL_AURA_APPLIED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,33763,"Lifebloom",0x8,BUFF
1/6 22:24:31.650  SPELL_PERIODIC_DAMAGE,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Creature-0-3022-616-21211-28859-00005192C9,"Malygos",0x10a48,0x0,164815,"Sunfire",0x8,Creature-0-3022-616-21211-28859-00005192C9,0000000000000000,1,3548000,0,0,0,425800,425800,0,754.00,1302.00,83,2539626,2539625,8,0,0,0,nil,nil,nil
1/6 22:24:31.722  SPELL_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,143924,"Leech",0x1,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,67272,0,1060659,1100000,0,745.90,1301.62,945,264342,264342,0,nil
1/6 22:24:31.752  SPELL_PERIODIC_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,33763,"Lifebloom",0x8,Player-47-0781E030,0000000000000000,26316,26316,0,705,0,26400,26400,0,748.01,1308.55,262,36674,36674,0,nil
1/6 22:24:31.844  SPELL_CAST_SUCCESS,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,17,"Power Word: Shield",0x2,Player-47-0781E030,0000000000000000,26316,26316,0,705,0,26400,26400,607,748.01,1308.55,262
1/6 22:24:31.844  SPELL_AURA_APPLIED,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,17,"Power Word: Shield",0x2,BUFF,3896,0
1/6 22:24:31.862  SPELL_AURA_APPLIED,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,194384,"Atonement",0x2,BUFF
1/6 22:24:31.943  SPELL_PERIODIC_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,155777,"Rejuvenation (Germination)",0x8,Player-47-0781E030,0000000000000000,26316,26316,0,705,0,25793,26400,0,748.01,1308.55,262,101218,101218,0,nil
1/6 22:24:32.183  SPELL_AURA_REMOVED,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,Creature-0-3022-616-21211-28859-00005192C9,"Malygos",0x10a48,0x0,208772,"Smite",0x2,DEBUFF
1/6 22:24:32.466  SPELL_PERIODIC_DAMAGE,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Creature-0-3022-616-21211-28859-00005192C9,"Malygos",0x10a48,0x0,164812,"Moonfire",0x40,Creature-0-3022-616-21211-28859-00005192C9,0000000000000000,1,3548000,0,0,0,425800,425800,0,754.00,1302.00,83,2539626,2539625,64,0,0,0,nil,nil,nil
1/6 22:24:32.546  SPELL_PERIODIC_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,33763,"Lifebloom",0x8,Player-47-0781E030,0000000000000000,26316,26316,0,705,0,25793,26400,0,748.01,1308.55,262,36674,36674,0,nil
1/6 22:24:32.596  SPELL_PERIODIC_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,774,"Rejuvenation",0x8,Player-47-0781E030,0000000000000000,26316,26316,0,705,0,25793,26400,0,748.01,1308.55,262,101216,101216,0,nil
1/6 22:24:32.947  SPELL_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,143924,"Leech",0x1,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,67272,0,1079496,1100000,0,754.55,1300.10,945,146522,146522,0,nil
1/6 22:24:33.247  SPELL_PERIODIC_DAMAGE,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Creature-0-3022-616-21211-28859-00005192C9,"Malygos",0x10a48,0x0,164815,"Sunfire",0x8,Creature-0-3022-616-21211-28859-00005192C9,0000000000000000,1,3548000,0,0,0,425800,425800,0,754.00,1302.00,83,2539626,2539625,8,0,0,0,nil,nil,nil
1/6 22:24:33.337  SPELL_PERIODIC_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,33763,"Lifebloom",0x8,Player-47-0781E030,0000000000000000,26316,26316,0,705,0,26026,26400,0,748.01,1308.55,262,36675,36675,0,nil
1/6 22:24:34.050  SPELL_PERIODIC_DAMAGE,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Creature-0-3022-616-21211-28859-00005192C9,"Malygos",0x10a48,0x0,164812,"Moonfire",0x40,Creature-0-3022-616-21211-28859-00005192C9,0000000000000000,1,3548000,0,0,0,425800,425800,0,768.02,1301.41,83,2539625,2539624,64,0,0,0,nil,nil,nil
1/6 22:24:34.071  SPELL_PERIODIC_DAMAGE,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Creature-0-3022-616-21211-28859-00005192C9,"Malygos",0x10a48,0x0,164812,"Moonfire",0x40,Creature-0-3022-616-21211-28859-00005192C9,0000000000000000,1,3548000,0,0,0,425800,425800,0,768.46,1301.39,83,28841,28840,64,0,0,0,nil,nil,nil
1/6 22:24:34.071  SPELL_AURA_REMOVED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Creature-0-3022-616-21211-28859-00005192C9,"Malygos",0x10a48,0x0,164812,"Moonfire",0x40,DEBUFF
1/6 22:24:34.144  SPELL_PERIODIC_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,33763,"Lifebloom",0x8,Player-47-0781E030,0000000000000000,26316,26316,0,705,0,26026,26400,0,748.01,1308.55,262,73349,73349,0,1
1/6 22:24:34.154  SPELL_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,143924,"Leech",0x1,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,67272,0,1079496,1100000,0,754.26,1307.50,945,271568,271568,0,nil
1/6 22:24:34.324  SPELL_PERIODIC_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,155777,"Rejuvenation (Germination)",0x8,Player-47-0781E030,0000000000000000,26316,26316,0,705,0,26026,26400,0,748.01,1308.55,262,101218,101218,0,nil
1/6 22:24:34.414  SPELL_AURA_APPLIED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,774,"Rejuvenation",0x8,BUFF
1/6 22:24:34.414  SPELL_PERIODIC_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,774,"Rejuvenation",0x8,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,67272,0,1093505,1100000,0,753.21,1309.09,945,72800,72800,0,nil
1/6 22:24:34.414  SPELL_CAST_SUCCESS,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,774,"Rejuvenation",0x8,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,67272,0,1093505,1100000,22000,753.21,1309.09,945
1/6 22:24:34.531  SPELL_PERIODIC_DAMAGE,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Creature-0-3022-616-21211-28859-00005192C9,"Malygos",0x10a48,0x0,164815,"Sunfire",0x8,Creature-0-3022-616-21211-28859-00005192C9,0000000000000000,1,3548000,0,0,0,425800,425800,0,777.63,1301.00,83,2050928,2050927,8,0,0,0,nil,nil,nil
1/6 22:24:34.531  SPELL_AURA_REMOVED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Creature-0-3022-616-21211-28859-00005192C9,"Malygos",0x10a48,0x0,164815,"Sunfire",0x8,DEBUFF
1/6 22:24:34.933  SPELL_PERIODIC_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,33763,"Lifebloom",0x8,Player-47-0781E030,0000000000000000,26316,26316,0,705,0,26026,26400,0,748.01,1308.55,262,36674,36674,0,nil
1/6 22:24:34.933  SPELL_AURA_APPLIED_DOSE,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,253269,"Feedback Loop",0x40,BUFF,3
1/6 22:24:34.985  SPELL_PERIODIC_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,774,"Rejuvenation",0x8,Player-47-0781E030,0000000000000000,26316,26316,0,705,0,26400,26400,0,748.01,1308.55,262,202432,202432,0,1
1/6 22:24:35.035  SPELL_AURA_REFRESH,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,207472,"Xavaric's Magnum Opus",0x1,BUFF,1434065
1/6 22:24:35.358  SPELL_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,143924,"Leech",0x1,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,67272,0,1077464,1100000,0,752.00,1310.94,945,124448,124448,0,nil
1/6 22:24:35.728  SPELL_PERIODIC_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,33763,"Lifebloom",0x8,Player-47-0781E030,0000000000000000,26316,26316,0,705,0,26400,26400,0,750.31,1308.60,262,73349,73349,0,1
1/6 22:24:35.919  SPELL_AURA_APPLIED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,155777,"Rejuvenation (Germination)",0x8,BUFF
1/6 22:24:35.919  SPELL_PERIODIC_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,155777,"Rejuvenation (Germination)",0x8,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,67272,0,1085751,1100000,0,754.26,1307.50,945,174019,174019,0,1
1/6 22:24:35.919  SPELL_CAST_SUCCESS,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,774,"Rejuvenation",0x8,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,67272,0,1085751,1100000,22000,754.26,1307.50,945
1/6 22:24:36.497  SPELL_PERIODIC_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,33763,"Lifebloom",0x8,Player-47-0781E030,0000000000000000,26316,26316,0,705,0,26400,26400,0,752.35,1308.00,262,73349,73349,0,1
1/6 22:24:36.586  SPELL_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,143924,"Leech",0x1,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,67272,0,1063751,1100000,0,756.96,1303.38,945,7634,7634,0,nil
1/6 22:24:36.706  SPELL_PERIODIC_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,155777,"Rejuvenation (Germination)",0x8,Player-47-0781E030,0000000000000000,26316,26316,0,705,0,26400,26400,0,751.78,1306.63,262,202436,202436,0,1
1/6 22:24:36.808  SPELL_PERIODIC_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,774,"Rejuvenation",0x8,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,67272,0,1063751,1100000,0,757.36,1302.77,945,174015,174015,0,1
1/6 22:24:37.280  SPELL_PERIODIC_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,33763,"Lifebloom",0x8,Player-47-0781E030,0000000000000000,26316,26316,0,705,0,26400,26400,0,750.21,1302.84,262,36674,36674,0,nil
1/6 22:24:37.280  SPELL_CAST_SUCCESS,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Creature-0-3022-616-21211-30245-0000D192F3,"Nexus Lord",0x10a48,0x0,93402,"Sunfire",0x8,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,67272,0,1076743,1100000,26400,757.36,1302.77,945
1/6 22:24:37.280  PARTY_KILL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Creature-0-3022-616-21211-30245-0000D192F3,"Nexus Lord",0x10a48,0x0
1/6 22:24:37.301  SPELL_DAMAGE,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Creature-0-3022-616-21211-30245-0000D192F3,"Nexus Lord",0x10a48,0x0,164815,"Sunfire",0x8,Creature-0-3022-616-21211-30245-0000D192F3,0000000000000000,0,166020,0,0,0,199700,199700,0,759.36,1294.52,80,5079185,4913165,8,0,0,0,nil,nil,nil
1/6 22:24:37.304  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-3022-616-21211-30245-0000D192F3,"Nexus Lord",0xa48,0x0
1/6 22:24:37.323  SPELL_PERIODIC_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,774,"Rejuvenation",0x8,Player-47-0781E030,0000000000000000,26316,26316,0,705,0,26400,26400,0,750.09,1302.56,262,202431,202431,0,1
1/6 22:24:37.423  SPELL_CAST_FAILED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,93402,"Sunfire",0x8,"Not yet recovered"
1/6 22:24:37.803  SPELL_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,143924,"Leech",0x1,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,67272,0,1053004,1100000,0,757.36,1302.77,945,287317,287317,0,nil
1/6 22:24:38.063  SPELL_PERIODIC_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,33763,"Lifebloom",0x8,Player-47-0781E030,0000000000000000,26316,26316,0,705,0,26400,26400,0,749.56,1300.73,262,36674,36674,0,nil
1/6 22:24:38.244  SPELL_PERIODIC_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,155777,"Rejuvenation (Germination)",0x8,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,67272,0,1053004,1100000,0,757.36,1302.77,945,87009,87009,0,nil
1/6 22:24:38.835  SPELL_PERIODIC_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,33763,"Lifebloom",0x8,Player-47-0781E030,0000000000000000,26316,26316,0,705,0,26400,26400,0,749.56,1300.73,262,73349,73349,0,1
1/6 22:24:38.835  SPELL_AURA_APPLIED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,16870,"Clearcasting",0x8,BUFF
1/6 22:24:38.974  SPELL_CAST_SUCCESS,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Creature-0-3022-616-21211-30245-00005192F3,"Nexus Lord",0x10a48,0x0,8921,"Moonfire",0x40,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,67272,0,1066414,1100000,13200,757.36,1302.77,945
1/6 22:24:38.977  PARTY_KILL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Creature-0-3022-616-21211-30245-00005192F3,"Nexus Lord",0x10a48,0x0
1/6 22:24:38.977  SPELL_DAMAGE,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Creature-0-3022-616-21211-30245-00005192F3,"Nexus Lord",0x10a48,0x0,164812,"Moonfire",0x40,Creature-0-3022-616-21211-30245-00005192F3,0000000000000000,0,166020,0,0,0,199700,199700,0,743.80,1297.00,80,5079185,4913165,64,0,0,0,nil,nil,nil
1/6 22:24:38.995  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-3022-616-21211-30245-00005192F3,"Nexus Lord",0xa48,0x0
1/6 22:24:39.016  SPELL_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,143924,"Leech",0x1,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,67272,0,1053633,1100000,0,757.36,1302.77,945,270064,270064,0,nil
